Year,Code,Economy,I-1,I-1.1,I-1.2,I-1.3,I-1.4,I-1.5,I-1.6,I-1.6.1,I-1.7,I-1.8,I-1.9,I-1.9.1,I-2,I-2.1,I-2.2,I-2.3,I-2.4,I-2.5,I-2.6,I-2.7,I-2.8,I-2.8.1,I-3,I-3.1,I-3.2,I-3.3,I-3.4,I-3.5,I-3.6,I-3.7,I-3.8,I-3.9,I-3.9.1,I-4,I-4.1,I-4.2,I-4.3,I-4.4,I-4.5,I-4.6,I-4.6.1,I-5,I-5.1,I-5.2,I-5.3,I-5.4,I-5.5,I-5.6,I-5.7,I-5.8,I-5.9,I-5.10,I-5.11,I-5.12,I-5.13,I-5.14,I-5.14.1,I-6,I-6.1,I-6.2,I-6.3,I-6.4,I-6.5,I-6.6,I-6.7,I-6.8,I-6.8.1,I-7,I-7.1,I-7.2,I-7.3,I-7.4,I-7.5,I-7.6,I-7.7,I-7.8,I-7.8.1,I-8,I-8.1,I-8.2,I-8.3,I-8.4,I-8.5,I-8.6,I-8.7,I-8.8,I-8.9,I-8.9.1,I-9,I-9.1,I-9.2,I-9.3,I-9.4,I-9.5,I-9.6,I-9.7,I-9.8,I-9.9,I-9.9.1,I-10,I-10.1,I-10.2,I-10.3,I-10.4,I-10.5,I-10.6,I-10.6.1,I-11,I-11.1,I-11.2,I-11.3,I-11.4,I-11.5,I-11.6,I-11.7,I-11.8,I-11.9,I-11.10,I-11.11,I-11.12,I-11.13,I-11.13.1,I-11.14,I-11.15,I-11.15.1,I-12,I-12.1,I-12.2,I-12.3,I-12.4,I-12.5,I-12.6,I-12.7,I-12.8,I-12.8.1,I-13,I-13.1,I-13.2,I-13.3,I-13.4,I-13.5,I-14,I-14.1,I-14.2,I-14.3,I-14.4,I-14.5,I-14.6,I-14.7,I-14.7.1,I-15,I-15.1,I-15.2,I-15.3,I-15.4,I-15.4.1,I-16,I-17,I-17.1,I-17.2,I-17.3,I-17.4,I-17.5,I-17.5.1,I-17.6,I-17.7,I-17.7.1,I-18,I-19,I-19.1,I-19.2,I-19.3,I-19.4,I-19.5,I-19.6,I-19.7,I-19.7.1,I-20,I-20.1,I-20.2,I-20.3,I-20.4,I-20.5,I-21,I-21.1,I-21.2,I-21.3,I-21.4,I-21.5,I-22,I-22.1,I-22.2,I-22.3,I-22.4,I-23,I-23.1,I-23.2,I-23.3,I-23.4,I-24,I-24.1,I-24.2,I-24.3,I-24.4,I-24.5,I-25,I-25.1,I-25.2,I-25.3,I-25.4,I-25.5,I-26,I-27,I-28,I-28.1,I-28.2,I-28.3,I-29,I-29.1,I-29.2,I-29.3,I-29.4,I-30,I-30.1,I-30.2,I-30.2.1,I-30.3,I-30.4,I-30.5,I-30.6,I-30.6.1,I-31,I-31.1,I-31.2,I-31.3,I-31.4,I-31.5,I-31.6,I-31.6.1,I-32,I-32.1,I-32.2,I-32.3,I-32.4,I-33,I-33.1,I-33.2,I-33.3,I-33.4,I-33.5,I-33.6,I-33.7,I-33.8,I-33.8.1,I-33.9,I-33.9.1,I-33.10,I-33.10.1,I-34,I-34.1,I-34.2,I-34.3,I-34.4,I-34.5,I-34.6,I-34.6.1,I-34.7,I-34.7.1,I-35,I-35.1,I-35.2,I-36,I-36.1,I-36.2,I-36.2.1,I-36.3,I-36.3.1,I-36.4,I-36.4.1,I-37,I-37.1,I-37.2,I-37.3,I-37.4,I-37.4.1,I-38,I-38.1,I-38.2,I-38.3,I-38.4,I-38.5,I-38.5.1,I-39,I-39.1,I-39.2,I-39.3,I-39.4,I-39.4.1,I-40,I-41,I-42,I-42.1,I-42.2,I-42.3,I-42.4,I-42.5,I-42.6,I-42.6.1,I-43,I-44,I-45,I-45.1,I-45.2,I-45.3,I-45.4,I-45.5,I-45.5.1,I-45.5.2,I-45.5.3,I-45.6,I-45.7,I-45.7.1,I-46,I-46.1,I-46.2,I-46.3,I-46.4,I-46.4.1,I-46.4.2,I-46.4.3,I-46.5,I-46.5.1,I-47,I-47.1,I-47.2,I-47.3,I-47.4,I-47.5,I-47.5.1,I-47.6,I-47.6.1,I-48,I-48.1,I-48.2,I-48.3,I-48.4,I-48.5,I-48.6,I-48.6.1,I-48.7,I-48.7.1,Src,Reg,Level,FCS,Borr,Population,Sel,Additional clarification,Attach-1,Attach-2,Attach-3,Attach-4,Attach-5,Attach-6,Attach-7,Attach-8,Attach-9,Attach-10,Supporting documents,Submitted by,Organization,Position,Grp,GTMI,GT1,CGSI,GT2,PSDI,GT3,DCEI,GT4,GTEI
2020.0, AFG ,Afghanistan,0.0,,,,New,New,New,New,New,New,New,New,0.0,,,,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,0.0,,,,New,New,New,New,2.0,Ministry of Finance,http://www.mof.gov.af,AFMIS - Afghanistan Financial Management Information System,http://www.budgetmof.gov.af/index.php/en/public-finance-management/pfmr-document,2011,1.0,2.0,2.0,FreeBalance,New,New,New,New,New,New,1.0,http://www.treasury.gov.af/,2002,http://treasury.gov.af/wp-content/uploads/2018/10/Overview-of-Treasury-Operations-Mizan-1393-or-October-2014.pdf,2006,New,New,New,New,New,2.0,http://www.ard.gov.af,1965,SIGTAS - Standard Integrated Government Tax System,https://ard.gov.af/36/about-ard,2012,2.0,New,New,New,2.0,http://www.customs.mof.gov.af,2004,ASYCUDA World - Automated SYstem for CUstoms DAta,http://customs.mof.gov.af/en/news/20983,2005,2.0,New,New,New,New,2.0,HRMIS - Human Resources Management Information System,https://iarcsc.gov.af/en/,2012,2.0,2.0,New,New,New,New,New,1.0,AFMIS - Afghanistan Financial Management Information System,http://www.treasury.gov.af/?page_id=1913,,2.0,2.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,2.0,PMIS,https://www.npa.gov.af/en/home,2010,1.0,New,New,New,New,New,2.0,Ministry of Finance,http://www.mof.gov.af/,2009,2.0,COTS,0.0,,,,0.0,0.0,New,New,New,1.0,https://mcit.gov.af/sites/default/files/2018-12/IT%20Industry%20Development%20Policy-Draft%202015-2020.pdf,2015,New,New,New,0.18,0.0,,,,,New,New,New,New,New,0.41,1.0,http://www.asan.gov.af/,New,New,New,New,New,New,New,2.0,New,New,New,New,New,2.0,https://ard.gov.af/196/e-service-launched-for-taxpayers-facilitation,New,New,New,New,0.0,,New,New,New,2.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,0.46,1.0,https://www.opengovpartnership.org/members/afghanistan/,New,New,1.0,http://afghanistandataproject.org/,New,New,New,1.0,https://mcit.gov.af/dr/%D8%AB%D8%A8%D8%AA-%D8%B4%DA%A9%D8%A7%DB%8C%D8%A7%D8%AA-0,0,New,New,0,New,0,New,1.0,https://mcit.gov.af/dr/%D8%AB%D8%A8%D8%AA-%D8%B4%DA%A9%D8%A7%DB%8C%D8%A7%D8%AA-0,0,0,New,New,New,New,0.0,,New,New,New,0.0,,,,,,,,New,New,New,New,New,New,0.0,,,,0.0,0.0,0.0,,New,New,2.0,https://mcit.gov.af/node/7056,2008,0.0,,New,New,New,New,New,New,2.0,https://www.rti-rating.org/wp-content/uploads/2020/01/Afghan.RTI_.Decree.May18.Amend_.Oct19.pdf,2019,New,New,New,0.0,,,,New,New,New,0.0,,,,New,New,1.0,1.0,0.0,,,New,New,New,New,New,5.2035127272014625,0.37,1.0,ICT Strategy,https://mcit.gov.af/sites/default/files/2018-12/ICT%20Sector%20Strategy%20-%20English%20final%20Singed.pdf,2008,1.0,New,New,New,New,New,New,New,0.0,,,,New,New,New,New,New,New,0.0,,,,0.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,R,SAR,L,FCS-1,IDA,38928.341,0.0,,,,,,,,,,,,,,,,C,0.4418156439707031,C,0.35361411764705886,C,0.49860952380952384,B,0.616075,C,0.29896393442622954
2022.0,AFG,Afghanistan,0.0,,,,0,,0,,0,0,0,,0.0,,,,0,0,0,0,0,,2,e-GIF,https://mcit.gov.af/en/node/7056,2008,1,1,0,0,0,0,,0.0,,,,0,0,0,,2.0,Ministry of Finance,https://www.mof.gov.af,AFMIS - Afghanistan Financial Management Information System,https://www.budgetmof.gov.af/index.php/fa/faq/226-what-is-the-afghanistan-financial-management-information-system-afmis,2011,1.0,1.0,2.0,FreeBalance,1,1,0,1,0,,2.0,https://mof.gov.af/en/dg-treasury,2002,https://mof.gov.af/en/dg-treasury,2004,2,0,2,0,,2.0,https://ard.gov.af/,1965,SIGTAS - Standard Integrated Government Tax System,https://ard.gov.af/36/about-ard,2012,2.0,1,0,,2.0,https://www.customs.mof.gov.af/,2004,ASYCUDA World - Automated SYstem for CUstoms DAta,https://asycuda.org/en/usercountries-afghanistan/,2015,2.0,0,1,0,,2.0,HRMIS - Human Resources Management Information System,https://govtribe.com/opportunity/federal-contract-opportunity/afghanistan-human-resources-information-management-system-maintenance-and-development-tbd081913,2012,2.0,2.0,0,0,0,0,,1.0,AFMIS - Afghanistan Financial Management Information System,https://govtribe.com/opportunity/federal-contract-opportunity/afghan-personnel-pay-system-apps-w56sgk16r0002,,2.0,1.0,0,,2,"Ministry of Labor, Social Affairs, Martyrs, and Disabled,",https://www.mmd.gov.af/en,1958,,,,0,0,0,0,0,,0,,0,0,,2.0,PMIS,https://www.npa.gov.af/en/home,2010,1.0,1,0,,0,,2.0,Ministry of Finance,http://www.mof.gov.af/,2009,2.0,COTS,0.0,,,,0.0,0.0,0,0,,1.0,https://mcit.gov.af/sites/default/files/2018-12/IT%20Industry%20Development%20Policy-Draft%202015-2020.pdf,2016,1,0,,0.1867,0.0,,,,,0,,0,0,,0.277,0.0,,0,0,0,0,0,0,,2.0,https://ard.gov.af/524/ard-sigtas-system-user-creating-guide,2,0,0,0,2.0,https://ard.gov.af/196/e-service-launched-for-taxpayers-facilitation,2,0,0,0,2.0,https://www.aps.gov.af/en/,2,4,1,0.0,,0,0,0,2,https://www.worldbank.org/en/news/feature/2018/12/23/effective-automated-pension-administration-system-eases-payment-for-afghan-pensioners,0,0,0,0,2,https://www.jobs.af/,3,2,0,1,,0.1932,0.0,,0,0,0.0,,0,0,0,1.0,https://mcit.gov.af/dr/%D8%AB%D8%A8%D8%AA-%D8%B4%DA%A9%D8%A7%DB%8C%D8%A7%D8%AA-0,1,,0,0,0,0,,0.0,,0,0,0,0,0,,0.0,,0,0,0,0.0,,,,0,0,,,0,,0,,0,,0.0,,,,0.0,0.0,0.0,,0,,3.0,https://mcit.gov.af/en/node/7082,2018,0.0,,0,,0,,0,,2.0,https://www.rti-rating.org/wp-content/uploads/2020/01/Afghan.RTI_.Decree.May18.Amend_.Oct19.pdf,2019,1,2,https://aic.gov.af/en/reports-survey,0.0,,,,0,0,,0.0,,,,0,,1.0,1.0,2.0,https://mcit.gov.af/en/node/176,2015,3,0,3,0,,0.05203512727201463,0.3493,2.0,ICT Skills Dev Plan,https://mcit.gov.af/sites/default/files/2018-12/ICT%20-%20Skills%20Gap%20Assessment_and%20Skills%20Dev%20Plan%2028%20Sep%202011Final.pdf,2011,1.0,1,3,https://www.96five.com/stories/trending/2021/hope-after-kabul-free-digital-skills-training-offered-to-afghan-refugees/,1,1,0,,2.0,ICT Policy,https://mcit.gov.af/en/node/7082,2018,1,2,https://mcit.gov.af/sites/default/files/2018-12/ICT%20-%20Skills%20Gap%20Assessment_and%20Skills%20Dev%20Plan%2028%20Sep%202011Final.pdf,1,0,,0.0,,,,0.0,0,0,0,,0,,,,0,0,0,,0,,R,SAR,L,FCS-1,IDA,40099.462,0.0,,,,,,,,,,,,,,,,C,0.35360839182572645,C,0.41456954732510287,B,0.5468349514563107,D,0.13136146788990827,C,0.32166760063158406
2020.0, ALB ,Albania,1.0,Government Data OneDrive,https://akshi.gov.al/sherbime/sherbimi-onedrive/,2014,New,New,New,New,New,New,New,New,0.0,,,,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,2.0,GG - Government Interoperability Platform (Government Gateway),https://akshi.gov.al/standarde-teknike/,2013,New,New,New,New,2.0,Ministry of Finance of the Republic of Albania,http://www.financa.gov.al/,AGFIS - Albania Government Financial Management Information System,https://www.pempal.org/sites/pempal/files/event/attachments/day-1_4_agfis-functionalities_eng.pdf,2010,1.0,2.0,2.0,Oracle,New,New,New,New,New,New,1.0,http://www.financa.gov.al/thesari-borxhi/,1991,http://www.oecd.org/officialdocuments/publicdisplaydocumentpdf/?cote=GOV/PGC/SBO(2013)3/PROV&doclanguage=en,2010,New,New,New,New,New,2.0,http://www.tatime.gov.al,1992,E-tax Albania - E-tax Albania,https://www.tatime.gov.al/eng/c/6/69/tax-procedures,2007,1.0,New,New,New,2.0,http://www.dogana.gov.al,1992,ASYCUDA World - Automated SYstem for CUstoms DAta,http://www.dogana.gov.al,2008,2.0,New,New,New,New,2.0,HRMIS - Human Resources Management Information System,http://dap.gov.al/,2017,1.0,3.0,New,New,New,New,New,2.0,Payroll System - Payroll System,http://dap.gov.al/,2017,1.0,3.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,2.0,PPA,https://www.app.gov.al,2008,2.0,New,New,New,New,New,2.0,Ministry of Finance and Economy,http://www.financa.gov.al/borxhi/,1998,2.0,DMFAS 5.3,2.0,PIMS - Public Investment Management System,http://ips.gov.al/,2019,1.0,3.0,New,New,New,0.0,,,New,New,New,0.58,1.0,National Plan for Sustainable Development of Digital Infrastructure,https://www.infrastruktura.gov.al/wp-content/uploads/2020/07/National-Plan-BBand-EN.pdf,2020,1,New,New,New,New,New,0.84,2.0,https://e-albania.al/eAlbaniaServices/Institutions.aspx?service_type=Y&show_service_link=Y,New,New,New,New,New,New,New,2.0,New,New,New,New,New,2.0,https://www.tatime.gov.al/c/7/e-sherbime,New,New,New,New,2.0,https://e-albania.al/eAlbaniaServices/Packages.aspx?lvl=2&path_code=1118&cat_id=1118,New,New,New,2.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,0.85,1.0,https://www.opengovpartnership.org/members/albania/,New,New,1.0,http://open.data.al,New,New,New,1.0,https://www.shqiperiaqeduam.al/,1,New,New,0,New,0,New,1.0,https://www.shqiperiaqeduam.al/,1,0,New,New,New,New,0.0,,New,New,New,1.0,TechSpace,https://akshi.gov.al/mirlinda-karcanaj-flet-per-techspace-arritjet-e-e-albanias-nismen-e-tre-vendeve-te-rajonit/,2018,1,2,"1, 2, 3, 4, 5",,New,New,New,New,New,New,1.0,National Agency of Information Society (NAIS/AKSHI),https://akshi.gov.al/,2007,1.0,1.0,1.0,https://akshi.gov.al/wp-content/uploads/2018/03/Digital_Agenda_Strategy_2015_-_2020.pdf,New,New,3.0,http://akshi.gov.al/akshi/strategjia/,2015,1.0,https://akshi.gov.al/wp-content/uploads/2018/03/Digital_Agenda_Strategy_2015_-_2020.pdf,New,New,New,New,New,New,2.0,https://www.rti-rating.org/wp-content/uploads/Albania.pdf,1999,New,New,New,2.0,Law No. 9887 on the Protection of Personal Data (in English),https://akshi.gov.al/wp-content/uploads/2019/10/Ligji-Nr.9887-dat%C3%AB-10.03.2008-P%C3%ABr-Mbrojtjen-e-t%C3%AB-Dh%C3%ABnave-Personale-i-ndryshuar.pdf,2014,New,New,New,2.0,Information and Data Protection Commissioner,https://www.idp.al/?lang=en,2008,New,New,1.0,1.0,3.0,https://ideas.repec.org/a/pop/journl/v3y2019i2p77-93.html,2008,New,New,New,New,New,64.32106632384881,0.8,0.0,,,,0.0,New,New,New,New,New,New,New,0.0,,,,New,New,New,New,New,New,1.0,NAIS TechSpace,https://akshi.gov.al/mirlinda-karcanaj-flet-per-techspace-arritjet-e-e-albanias-nismen-e-tre-vendeve-te-rajonit/,2018,3.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,R,ECA,UM,,IBRD,2877.8,0.0,,,,,,,,,,,,,,,,B,0.7477318202690911,B,0.6055411764705882,A,0.8593904761904761,A,0.8571333333333332,B,0.6688622950819673
2022.0,ALB,Albania,1.0,Government Cloud,2022-2026 Digital Agenda,2022,2,National Agency of Information Society,1,In progress,3,2,0,,0.0,,,,0,0,0,0,0,,2,National Government interoperability framework of the Republic of Albania,https://akshi.gov.al//wp-content/uploads/2018/02/Korniza_kombetare_e_nderveprimit.pdf,2014,2,1,1,1,1,2,https://akshi.gov.al/raporte-vjetore/,2.0,Government Interoperability Platform (Government Gateway),https://e-albania.al/,2013,2,2,2,https://akshi.gov.al/raporte-vjetore/,2.0,Ministry of Finance of the Republic of Albania,https://www.financa.gov.al/,AGFIS - Albania Government Financial Management Information System,http://ips.gov.al/en/,2010,1.0,2.0,2.0,Oracle,2,0,1,2,1,Not public,2.0,https://www.financa.gov.al/thesari-borxhi/,1991,http://www.oecd.org/officialdocuments/publicdisplaydocumentpdf/?cote=GOV/PGC/SBO(2013)3/PROV&doclanguage=en,2010,2,3,2,0,,2.0,https://www.tatime.gov.al/,1992,E-tax Albania - E-tax Albania,https://www.tatime.gov.al/eng/c/6/69/tax-procedures,2007,2.0,2,0,,2.0,https://dogana.gov.al/,1992,ASYCUDA World - Automated SYstem for CUstoms DAta,https://dogana.gov.al/,2008,2.0,0,2,0,,2.0,HRMIS - Human Resources Management Information System,https://dap.gov.al/,2017,1.0,3.0,2,2,1,0,,2.0,Payroll System,https://dap.gov.al/,2017,1.0,3.0,0,,2,Institute of Social Insurance,https://issh.gov.al/,1991,Social Contributions Electronic System,https://e-albania.al/,2015,2,1,2,1,1,0.12,2,2011,1,0,,2.0,PPA,https://www.app.gov.al/,2008,2.0,1,2,,0,,2.0,Ministry of Finance and Economy,http://www.financa.gov.al/borxhi/,1998,2.0,DMFAS 6,2.0,PIMS - Public Investment Management System,http://ips.gov.al/,2019,1.0,3.0,0,0,,0.0,,,0,0,,0.6037,1.0,2022-2026 Digital Agenda,https://akshi.gov.al/akshi/strategjia/,2022,"1, 2, 3, 5",1,https://akshi.gov.al/,1,2,https://akshi.gov.al/akshi/strategjia/,0.8182,2.0,https://e-albania.al/,1,0,1,1,0,2,https://e-albania.al/Pages/Statistics/statistika.pdf,2.0,https://efiskalizimi-app.tatime.gov.al/self-care/#/login?returnUrl=%2Fdashboard,1,3,1,0,2.0,https://www.tatime.gov.al/c/7/e-sherbime,1,1,0,1,2.0,https://e-albania.al/Pages/eAlbania.aspx,2,2,1,1.0,https://www.financa.gov.al/wp-content/uploads/2021/02/Economic-Reform-Programme-2021-2023.pdf,1,1,0,2,https://e-albania.al/eAlbaniaServices/Packages.aspx?lvl=2&path_code=28&cat_id=28,1,0,0,0,2,https://puna.gov.al/,2,2,0,1,,0.7614,1.0,https://ogp.gov.al/,2,1,1.0,http://opendata.gov.al/,3,2,2,1.0,https://shqiperiaqeduam.al/,0,,1,1,0,0,,1.0,https://shqiperiaqeduam.al/,1,0,0,0,0,,1.0,https://shqiperiaqeduam.al/,1,1,0,2.0,National Agency of Information Society,https://akshi.gov.al/,2007,1,2,"1, 2, 4, 6",https://e-albania.al/,1,Inter-Ministerial Committee on Innovation and Information Technology,1,Ministry of Finance and Economy,2,https://akshi.gov.al/raporte-vjetore/,0.0,,,,0.0,0.0,0.0,,0,,3.0,https://akshi.gov.al/akshi/strategjia/,2022,2.0,https://akshi.gov.al/akshi/strategjia/,1,National Agency of Information Society,1,Inter-institutional Working Group on Digitalization and Good Governance,1,The report is drafted annually by PM's Office and exchanged internally within the public administration,2.0,https://www.idp.al/freedom-of-information/?lang=en,2014,1,2,https://www.idp.al/articles/?lang=en,2.0,"Law No 9887 dated 10.03.2008 ""On Protection of Personal Data"", amended by the Law No. 48/2012, date 26.04.2012, amended by the Law No.120/2014",https://www.idp.al/laws/?lang=en,2008,1,2,https://www.idp.al/annual-reports/?lang=en,2.0,Office of the Information and Data Protection Commissioner,https://www.idp.al/?lang=en,2008,2,https://www.idp.al/annual-reports/?lang=en,1.0,1.0,3.0,https://esign.akshi.gov.al/Login,2016,3,1,2,2,https://e-albania.al/eAlbaniaServices/UseService.aspx?service_code=13521,0.6432106632384881,0.8022,1.0,2022-2026 Digital Agenda of Albania,https://akshi.gov.al/akshi/strategjia/,2022,3.0,0,0,,0,0,0,,1.0,2022-2026 Digital Agenda of Albania,https://akshi.gov.al/akshi/strategjia/,2022,0,0,,0,0,,2.0,National Agency of Information Society,https://akshi.gov.al/,2007,3.0,0,0,2,https://akshi.gov.al/wp-content/uploads/2021/06/raport-monitorimi_AD_dhjetor20.pdf,1,Law No. 25/2022 on the support and development of startups,https://sipermarrja.gov.al/wp-content/uploads/2022/05/Ligji-p%C3%ABr-mb%C3%ABshtetjen-dhe-zhvillimin-e-startup-eve.pdf,2022,1,0,0,,2,https://sipermarrja.gov.al/,S,ECA,UM,,IBRD,2854.71,0.0,,,,,,,,,,,,,Romina Kostani,National Agency of Information Society,Director of Innovation and e-Gov Promotion,A,0.7520837758563517,B,0.7067670781893005,A,0.8574601941747573,B,0.7352,B,0.7089078310613491
2020.0, DZA ,Algeria,0.0,,,,New,New,New,New,New,New,New,New,0.0,,,,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,0.0,,,,New,New,New,New,2.0,Ministère des Finances,http://www.mf.gov.dz,IBMIS - Integrated Budget Management Information System,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/01/13/000334955_20100113020615/Rendered/PDF/ICR113000P06491C0disclosed011111101.pdf,2010,2.0,1.0,1.0,LDSW > Oracle,New,New,New,New,New,New,1.0,http://www.mf.gov.dz/article/43/Tr%C3%A9sor/190/Pr%C3%A9sentation-de-la-DGT.html,1962,http://www.mf.gov.dz/article/301/R%C3%A9alisations/281/La-modernisation-des-syst%C3%A8mes-de-paiement-:-une-r%C3%A9forme-exemplaire-port%C3%A9e-par-un-projet-structurant--.html,2007,New,New,New,New,New,2.0,http://www.mfdgi.gov.dz,1958,TRM - Tax and Revenue Management,https://www.indracompany.com/en/noticia/indra-launches-major-platform-centralizing-speeding-fiscal-management-algeria,2012,2.0,New,New,New,2.0,http://www.douane.gov.dz,1963,SIGAD - Système d’Information et de Gestion Automatisée des Douanes,http://www.douane.gov.dz/pdf/Brochures/sigadfr.pdf,2004,1.0,New,New,New,New,2.0,SIRH - Système d’Information des Ressources Humaines de l’administration publique,https://www.spider-dz.com/?action=formunik&type=sous_menu&idformunik=29,2016,1.0,3.0,New,New,New,New,New,2.0,SIRH - Système d’Information des Ressources Humaines de l’administration publique,https://www.spider-dz.com/?action=formunik&type=sous_menu&idformunik=29,2016,1.0,3.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,2.0,Algeria Tenders,http://www.algeriatenders.com/,2015,1.0,New,New,New,New,New,2.0,"Ministry of Finance, Directorate General of Treasury",http://www.mf.gov.dz/article/43/Tr%C3%A9sor/190/Pr%C3%A9sentation-de-la-DGT.html,2005,2.0,DMFAS 5.3,0.0,,,,0.0,0.0,New,New,New,0.0,,,New,New,New,0.58,0.0,,,,,New,New,New,New,New,0.28,0.0,,New,New,New,New,New,New,New,2.0,New,New,New,New,New,2.0,http://www.dge.gov.dz/,New,New,New,New,0.0,,New,New,New,2.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,0.15,0.0,,New,New,1.0,https://algeria.opendataforafrica.org/,New,New,New,0.0,,,New,New,,New,,New,0.0,,,,New,New,New,New,0.0,,New,New,New,0.0,,,,,,,,New,New,New,New,New,New,0.0,,,,0.0,0.0,0.0,,New,New,2.0,http://www.cgea-dz.org/sites/default/files/documents/e-algerie2013-2.pdf,2008,0.0,,New,New,New,New,New,New,0.0,,,New,New,New,0.0,,,,New,New,New,0.0,,,,New,New,1.0,1.0,1.0,"http://www.mptic.dz/fr/?e-Algerie-2013,13",2005,New,New,New,New,New,33.94962898513718,0.7,1.0,e-Algérie 2013,http://www.cgea-dz.org/sites/default/files/documents/e-algerie2013-2.pdf,2008,1.0,New,New,New,New,New,New,New,0.0,,,,New,New,New,New,New,New,0.0,,,,0.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,R,MNA,LM,,IBRD,43851.043,0.0,,,,,,,,,,,,,,,,C,0.2810924110299858,C,0.3232023529411765,C,0.36471428571428577,D,0.12203333333333333,C,0.3144196721311476
